clip number,start_time,end_time,play,view,fromYouTube,input_file,output_file,name,file extension,date,
87,0:24:53,0:25:00,Pass,S,FALSE,OutRoutes.mp4,OutRoutes87.mp4,OutRoutes,.mp4,2026-03-20,
88,0:25:08,0:25:15,Pass,E,FALSE,OutRoutes.mp4,OutRoutes88.mp4,OutRoutes,.mp4,2026-03-20,
89,0:25:24,0:25:32,Pass,S,FALSE,OutRoutes.mp4,OutRoutes89.mp4,OutRoutes,.mp4,2026-03-20,
90,0:25:39,0:25:46,Pass,E,FALSE,OutRoutes.mp4,OutRoutes90.mp4,OutRoutes,.mp4,2026-03-20,
91,0:26:02,0:26:07,Pass,S,FALSE,OutRoutes.mp4,OutRoutes91.mp4,OutRoutes,.mp4,2026-03-20,
92,0:26:20,0:26:25,Pass,E,FALSE,OutRoutes.mp4,OutRoutes92.mp4,OutRoutes,.mp4,2026-03-20,
93,0:26:38,0:26:44,Pass,S,FALSE,OutRoutes.mp4,OutRoutes93.mp4,OutRoutes,.mp4,2026-03-20,
94,0:26:55,0:27:02,Pass,E,FALSE,OutRoutes.mp4,OutRoutes94.mp4,OutRoutes,.mp4,2026-03-20,
95,0:27:12,0:27:18,Pass,S,FALSE,OutRoutes.mp4,OutRoutes95.mp4,OutRoutes,.mp4,2026-03-20,
96,0:27:27,0:27:32,Pass,E,FALSE,OutRoutes.mp4,OutRoutes96.mp4,OutRoutes,.mp4,2026-03-20,
97,0:27:42,0:27:51,Pass,S,FALSE,OutRoutes.mp4,OutRoutes97.mp4,OutRoutes,.mp4,2026-03-20,
98,0:27:57,0:28:04,Pass,E,FALSE,OutRoutes.mp4,OutRoutes98.mp4,OutRoutes,.mp4,2026-03-20,
99,0:28:17,0:28:25,Pass,S,FALSE,OutRoutes.mp4,OutRoutes99.mp4,OutRoutes,.mp4,2026-03-20,
100,0:28:34,0:28:44,Pass,E,FALSE,OutRoutes.mp4,OutRoutes100.mp4,OutRoutes,.mp4,2026-03-20,
101,0:29:12,0:29:20,Pass,S,FALSE,OutRoutes.mp4,OutRoutes101.mp4,OutRoutes,.mp4,2026-03-20,
102,0:29:42,0:29:50,Pass,E,FALSE,OutRoutes.mp4,OutRoutes102.mp4,OutRoutes,.mp4,2026-03-20,
103,0:30:07,0:30:13,Pass,S,FALSE,OutRoutes.mp4,OutRoutes103.mp4,OutRoutes,.mp4,2026-03-20,
104,0:30:22,0:30:28,Pass,E,FALSE,OutRoutes.mp4,OutRoutes104.mp4,OutRoutes,.mp4,2026-03-20,
105,0:30:43,0:30:51,Pass,S,FALSE,OutRoutes.mp4,OutRoutes105.mp4,OutRoutes,.mp4,2026-03-20,
106,0:30:58,0:31:05,Pass,E,FALSE,OutRoutes.mp4,OutRoutes106.mp4,OutRoutes,.mp4,2026-03-20,
107,0:31:22,0:31:28,Pass,S,FALSE,OutRoutes.mp4,OutRoutes107.mp4,OutRoutes,.mp4,2026-03-20,
108,0:31:37,0:31:42,Pass,E,FALSE,OutRoutes.mp4,OutRoutes108.mp4,OutRoutes,.mp4,2026-03-20,
109,0:31:54,0:32:00,Pass,S,FALSE,OutRoutes.mp4,OutRoutes109.mp4,OutRoutes,.mp4,2026-03-20,
110,0:32:14,0:32:22,Pass,E,FALSE,OutRoutes.mp4,OutRoutes110.mp4,OutRoutes,.mp4,2026-03-20,
111,0:32:33,0:32:40,Pass,S,FALSE,OutRoutes.mp4,OutRoutes111.mp4,OutRoutes,.mp4,2026-03-20,
112,0:32:46,0:32:52,Pass,E,FALSE,OutRoutes.mp4,OutRoutes112.mp4,OutRoutes,.mp4,2026-03-20,
113,0:33:08,0:33:15,Pass,S,FALSE,OutRoutes.mp4,OutRoutes113.mp4,OutRoutes,.mp4,2026-03-20,
114,0:33:34,0:33:45,Pass,E,FALSE,OutRoutes.mp4,OutRoutes114.mp4,OutRoutes,.mp4,2026-03-20,
115,0:33:54,0:34:03,Pass,S,FALSE,OutRoutes.mp4,OutRoutes115.mp4,OutRoutes,.mp4,2026-03-20,
116,0:34:15,0:34:21,Pass,E,FALSE,OutRoutes.mp4,OutRoutes116.mp4,OutRoutes,.mp4,2026-03-20,
117,0:34:29,0:34:36,Pass,S,FALSE,OutRoutes.mp4,OutRoutes117.mp4,OutRoutes,.mp4,2026-03-20,
118,0:34:45,0:34:51,Pass,E,FALSE,OutRoutes.mp4,OutRoutes118.mp4,OutRoutes,.mp4,2026-03-20,
119,0:35:01,0:35:07,Pass,S,FALSE,OutRoutes.mp4,OutRoutes119.mp4,OutRoutes,.mp4,2026-03-20,
120,0:35:16,0:35:21,Pass,E,FALSE,OutRoutes.mp4,OutRoutes120.mp4,OutRoutes,.mp4,2026-03-20,
121,0:35:36,0:35:43,Pass,S,FALSE,OutRoutes.mp4,OutRoutes121.mp4,OutRoutes,.mp4,2026-03-20,
122,0:35:56,0:36:02,Pass,E,FALSE,OutRoutes.mp4,OutRoutes122.mp4,OutRoutes,.mp4,2026-03-20,
123,0:36:17,0:36:26,Pass,S,FALSE,OutRoutes.mp4,OutRoutes123.mp4,OutRoutes,.mp4,2026-03-20,
124,0:36:38,0:36:47,Pass,E,FALSE,OutRoutes.mp4,OutRoutes124.mp4,OutRoutes,.mp4,2026-03-20,
125,0:37:01,0:37:07,Pass,S,FALSE,OutRoutes.mp4,OutRoutes125.mp4,OutRoutes,.mp4,2026-03-20,
126,0:37:18,0:37:24,Pass,E,FALSE,OutRoutes.mp4,OutRoutes126.mp4,OutRoutes,.mp4,2026-03-20,
127,0:37:37,0:37:43,Pass,S,FALSE,OutRoutes.mp4,OutRoutes127.mp4,OutRoutes,.mp4,2026-03-20,
128,0:37:52,0:37:58,Pass,E,FALSE,OutRoutes.mp4,OutRoutes128.mp4,OutRoutes,.mp4,2026-03-20,
129,0:38:11,0:38:17,Pass,S,FALSE,OutRoutes.mp4,OutRoutes129.mp4,OutRoutes,.mp4,2026-03-20,
130,0:38:25,0:38:31,Pass,E,FALSE,OutRoutes.mp4,OutRoutes130.mp4,OutRoutes,.mp4,2026-03-20,
131,0:38:45,0:38:53,Pass,S,FALSE,OutRoutes.mp4,OutRoutes131.mp4,OutRoutes,.mp4,2026-03-20,
132,0:39:03,0:39:10,Pass,E,FALSE,OutRoutes.mp4,OutRoutes132.mp4,OutRoutes,.mp4,2026-03-20,
133,0:39:24,0:39:30,Pass,S,FALSE,OutRoutes.mp4,OutRoutes133.mp4,OutRoutes,.mp4,2026-03-20,
134,0:39:39,0:39:45,Pass,E,FALSE,OutRoutes.mp4,OutRoutes134.mp4,OutRoutes,.mp4,2026-03-20,
135,0:40:02,0:40:04,Pass,S,FALSE,OutRoutes.mp4,OutRoutes135.mp4,OutRoutes,.mp4,2026-03-20,
136,0:40:17,0:40:25,Pass,E,FALSE,OutRoutes.mp4,OutRoutes136.mp4,OutRoutes,.mp4,2026-03-20,
137,0:40:31,0:40:40,Pass,S,FALSE,OutRoutes.mp4,OutRoutes137.mp4,OutRoutes,.mp4,2026-03-20,
138,0:40:46,0:40:54,Pass,E,FALSE,OutRoutes.mp4,OutRoutes138.mp4,OutRoutes,.mp4,2026-03-20,
139,0:41:04,0:41:10,Pass,S,FALSE,OutRoutes.mp4,OutRoutes139.mp4,OutRoutes,.mp4,2026-03-20,
140,0:41:15,0:41:20,Pass,E,FALSE,OutRoutes.mp4,OutRoutes140.mp4,OutRoutes,.mp4,2026-03-20,
141,0:41:35,0:41:44,Pass,S,FALSE,OutRoutes.mp4,OutRoutes141.mp4,OutRoutes,.mp4,2026-03-20,
142,0:41:54,0:42:03,Pass,E,FALSE,OutRoutes.mp4,OutRoutes142.mp4,OutRoutes,.mp4,2026-03-20,
143,0:42:15,0:42:21,Pass,S,FALSE,OutRoutes.mp4,OutRoutes143.mp4,OutRoutes,.mp4,2026-03-20,
144,0:42:29,0:42:36,Pass,E,FALSE,OutRoutes.mp4,OutRoutes144.mp4,OutRoutes,.mp4,2026-03-20,
145,0:42:42,0:42:50,Pass,S,FALSE,OutRoutes.mp4,OutRoutes145.mp4,OutRoutes,.mp4,2026-03-20,
146,0:42:53,0:43:02,Pass,E,FALSE,OutRoutes.mp4,OutRoutes146.mp4,OutRoutes,.mp4,2026-03-20,
147,0:43:12,0:43:17,Pass,S,FALSE,OutRoutes.mp4,OutRoutes147.mp4,OutRoutes,.mp4,2026-03-20,
148,0:43:31,0:43:36,Pass,E,FALSE,OutRoutes.mp4,OutRoutes148.mp4,OutRoutes,.mp4,2026-03-20,
149,0:43:48,0:43:53,Pass,S,FALSE,OutRoutes.mp4,OutRoutes149.mp4,OutRoutes,.mp4,2026-03-20,
150,0:43:57,0:44:02,Pass,E,FALSE,OutRoutes.mp4,OutRoutes150.mp4,OutRoutes,.mp4,2026-03-20,
151,0:44:12,0:44:17,Pass,S,FALSE,OutRoutes.mp4,OutRoutes151.mp4,OutRoutes,.mp4,2026-03-20,
152,0:44:22,0:44:27,Pass,E,FALSE,OutRoutes.mp4,OutRoutes152.mp4,OutRoutes,.mp4,2026-03-20,
153,0:44:43,0:44:49,Pass,S,FALSE,OutRoutes.mp4,OutRoutes153.mp4,OutRoutes,.mp4,2026-03-20,
154,0:45:06,0:45:07,Pass,E,FALSE,OutRoutes.mp4,OutRoutes154.mp4,OutRoutes,.mp4,2026-03-20,
1,0:00:04,0:00:17,Pass,S,FALSE,dagger-clip2_raw.mp4,DaggerConcept_1.mp4,DaggerConcept_,.mp4,2026-03-20,
2,0:00:23,0:00:37,Pass,E,FALSE,dagger-clip2_raw.mp4,DaggerConcept_2.mp4,DaggerConcept_,.mp4,2026-03-20,
3,0:00:40,0:00:52,Pass,S,FALSE,dagger-clip2_raw.mp4,DaggerConcept_3.mp4,DaggerConcept_,.mp4,2026-03-20,
4,0:00:58,0:01:10,Pass,E,FALSE,dagger-clip2_raw.mp4,DaggerConcept_4.mp4,DaggerConcept_,.mp4,2026-03-20,
5,0:01:16,0:01:34,Pass,S,FALSE,dagger-clip2_raw.mp4,DaggerConcept_5.mp4,DaggerConcept_,.mp4,2026-03-20,
6,0:00:11,0:00:26,Pass,S,FALSE,dagger-clip5_raw.mp4,DaggerConcept_6.mp4,DaggerConcept_,.mp4,2026-03-20,
7,0:00:30,0:00:46,Pass,E,FALSE,dagger-clip5_raw.mp4,DaggerConcept_7.mp4,DaggerConcept_,.mp4,2026-03-20,
8,0:00:51,0:01:05,Pass,S,FALSE,dagger-clip5_raw.mp4,DaggerConcept_8.mp4,DaggerConcept_,.mp4,2026-03-20,
9,0:01:07,0:01:20,Pass,E,FALSE,dagger-clip5_raw.mp4,DaggerConcept_9.mp4,DaggerConcept_,.mp4,2026-03-20,
10,0:00:00,0:00:10,Pass,S,FALSE,dagger-clip6_raw.mp4,DaggerConcept_10.mp4,DaggerConcept_,.mp4,2026-03-20,
11,0:00:13,0:00:24,Pass,E,FALSE,dagger-clip6_raw.mp4,DaggerConcept_11.mp4,DaggerConcept_,.mp4,2026-03-20,
12,0:00:28,0:00:39,Pass,S,FALSE,dagger-clip6_raw.mp4,DaggerConcept_12.mp4,DaggerConcept_,.mp4,2026-03-20,
13,0:00:43,0:00:54,Pass,E,FALSE,dagger-clip6_raw.mp4,DaggerConcept_13.mp4,DaggerConcept_,.mp4,2026-03-20,
14,0:00:57,0:01:13,Pass,S,FALSE,dagger-clip6_raw.mp4,DaggerConcept_14.mp4,DaggerConcept_,.mp4,2026-03-20,
15,0:01:16,0:01:32,Pass,E,FALSE,dagger-clip6_raw.mp4,DaggerConcept_15.mp4,DaggerConcept_,.mp4,2026-03-20,
16,0:01:36,0:01:54,Pass,S,FALSE,dagger-clip6_raw.mp4,DaggerConcept_16.mp4,DaggerConcept_,.mp4,2026-03-20,
17,0:01:58,0:02:17,Pass,E,FALSE,dagger-clip6_raw.mp4,DaggerConcept_17.mp4,DaggerConcept_,.mp4,2026-03-20,
18,0:02:21,0:02:32,Pass,S,FALSE,dagger-clip6_raw.mp4,DaggerConcept_18.mp4,DaggerConcept_,.mp4,2026-03-20,
19,0:02:36,0:02:46,Pass,E,FALSE,dagger-clip6_raw.mp4,DaggerConcept_19.mp4,DaggerConcept_,.mp4,2026-03-20,
20,0:02:54,0:03:08,Pass,S,FALSE,dagger-clip6_raw.mp4,DriveConcept_20.mp4,DriveConcept_,.mp4,2026-03-20,
21,0:03:16,0:03:30,Pass,E,FALSE,dagger-clip6_raw.mp4,DriveConcept_21.mp4,DriveConcept_,.mp4,2026-03-20,
22,0:03:32,0:03:47,Pass,S,FALSE,dagger-clip6_raw.mp4,GoRoute_22.mp4,GoRoute_,.mp4,2026-03-20,
23,0:03:51,0:04:04,Pass,S,FALSE,dagger-clip6_raw.mp4,GoRoute_23.mp4,GoRoute_,.mp4,2026-03-20,
24,0:00:03,0:00:14,Pass,S,TRUE,https://www.youtube.com/watch?v=yvcFhnpkZ_g&list=PLAWLwYJbnMHskP_OFBwWsv_LZCRWRqneA,DaggerConcept_24.mp4,DaggerConcept_,.mp4,2026-03-20,
25,0:00:18,0:00:28,Pass,E,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_25.mp4,DaggerConcept_,.mp4,2026-03-20,
26,0:00:36,0:00:52,Pass,S,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_26.mp4,DaggerConcept_,.mp4,2026-03-20,
27,0:00:57,0:01:09,Pass,E,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_27.mp4,DaggerConcept_,.mp4,2026-03-20,
28,0:01:16,0:01:29,Pass,S,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_28.mp4,DaggerConcept_,.mp4,2026-03-20,
29,0:01:32,0:01:43,Pass,E,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_29.mp4,DaggerConcept_,.mp4,2026-03-20,
30,0:01:49,0:02:00,Pass,S,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_30.mp4,DaggerConcept_,.mp4,2026-03-20,
31,0:02:08,0:02:20,Pass,E,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_31.mp4,DaggerConcept_,.mp4,2026-03-20,
32,0:02:26,0:02:40,Pass,S,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_32.mp4,DaggerConcept_,.mp4,2026-03-20,
33,0:02:44,0:02:57,Pass,E,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_33.mp4,DaggerConcept_,.mp4,2026-03-20,
34,0:03:04,0:03:14,Pass,S,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_34.mp4,DaggerConcept_,.mp4,2026-03-20,
35,0:03:19,0:03:26,Pass,E,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_35.mp4,DaggerConcept_,.mp4,2026-03-20,
36,0:03:32,0:03:47,Pass,S,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_36.mp4,DaggerConcept_,.mp4,2026-03-20,
37,0:03:51,0:04:03,Pass,E,TRUE,DaggerConcept_24_raw.mp4,DaggerConcept_37.mp4,DaggerConcept_,.mp4,2026-03-20,
38,0:00:00,0:00:19,Pass,S,TRUE,https://www.youtube.com/watch?v=EmyMDNPfqGI,DaggerConcept_38.mp4,DaggerConcept_,.mp4,2026-03-20,
39,0:00:00,0:00:09,Pass,S,TRUE,https://www.youtube.com/watch?v=xoMwWVEiybs,DaggerConcept_39.mp4,DaggerConcept_,.mp4,2026-03-20,
40,0:00:14,0:00:22,Pass,E,TRUE,https://www.youtube.com/watch?v=xoMwWVEiybs,DaggerConcept_40.mp4,DaggerConcept_,.mp4,2026-03-20,
41,0:00:04,0:00:23,Pass,S,TRUE,https://www.youtube.com/watch?v=0w7X9GU5q1c,DaggerConcept_41.mp4,DaggerConcept_,.mp4,2026-03-20,
42,0:00:27,0:00:36,Pass,E,TRUE,https://www.youtube.com/watch?v=0w7X9GU5q1c,DaggerConcept_42.mp4,DaggerConcept_,.mp4,2026-03-20,
43,0:00:43,0:01:03,Drive,S,TRUE,https://www.youtube.com/watch?v=0w7X9GU5q1c,DriveConcept_43.mp4,DriveConcept_,.mp4,2026-03-20,
44,0:01:26,0:01:37,Pass,S,TRUE,https://www.youtube.com/watch?v=0w7X9GU5q1c,DaggerConcept_44.mp4,DaggerConcept_,.mp4,2026-03-20,
45,0:01:48,0:01:57,Pass,E,TRUE,https://www.youtube.com/watch?v=0w7X9GU5q1c,DaggerConcept_45.mp4,DaggerConcept_,.mp4,2026-03-20,
46,0:02:34,0:02:45,Pass,S,TRUE,https://www.youtube.com/watch?v=0w7X9GU5q1c,DaggerConcept_46.mp4,DaggerConcept_,.mp4,2026-03-20,
47,0:02:47,0:02:56,Pass,E,TRUE,https://www.youtube.com/watch?v=0w7X9GU5q1c,DaggerConcept_47.mp4,DaggerConcept_,.mp4,2026-03-20,
48,0:03:46,0:03:59,Pass,S,TRUE,https://www.youtube.com/watch?v=0w7X9GU5q1c,DaggerConcept_48.mp4,DaggerConcept_,.mp4,2026-03-20,
1,0:04:47,0:04:56,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_1.mp4,Hitch9to15_,.mp4,2026-03-20,
2,0:05:03,0:05:11,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_2.mp4,Hitch9to15_,.mp4,2026-03-20,
3,0:05:17,0:05:25,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_3.mp4,Hitch9to15_,.mp4,2026-03-20,
4,0:05:37,0:05:49,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_4.mp4,Hitch9to15_,.mp4,2026-03-20,
5,0:05:57,0:06:08,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_5.mp4,Hitch9to15_,.mp4,2026-03-20,
6,0:06:19,0:06:28,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_6.mp4,Hitch9to15_,.mp4,2026-03-20,
7,0:06:38,0:06:47,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_7.mp4,Hitch9to15_,.mp4,2026-03-20,
8,0:07:03,0:07:12,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_8.mp4,Hitch9to15_,.mp4,2026-03-20,
9,0:07:18,0:07:27,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_9.mp4,Hitch9to15_,.mp4,2026-03-20,
10,0:07:34,0:07:42,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_10.mp4,Hitch9to15_,.mp4,2026-03-20,
11,0:07:47,0:07:54,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_11.mp4,Hitch9to15_,.mp4,2026-03-20,
12,0:08:01,0:08:10,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_12.mp4,Hitch9to15_,.mp4,2026-03-20,
13,0:08:15,0:08:23,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_13.mp4,Hitch9to15_,.mp4,2026-03-20,
14,0:08:37,0:08:45,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_14.mp4,Hitch9to15_,.mp4,2026-03-20,
15,0:08:53,0:09:01,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_15.mp4,Hitch9to15_,.mp4,2026-03-20,
16,0:09:13,0:09:21,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_16.mp4,Hitch9to15_,.mp4,2026-03-20,
17,0:09:29,0:09:37,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_17.mp4,Hitch9to15_,.mp4,2026-03-20,
18,0:09:52,0:09:59,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_18.mp4,Hitch9to15_,.mp4,2026-03-20,
19,0:10:10,0:10:16,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_19.mp4,Hitch9to15_,.mp4,2026-03-20,
20,0:10:35,0:10:42,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_20.mp4,Hitch9to15_,.mp4,2026-03-20,
21,0:10:57,0:11:04,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_21.mp4,Hitch9to15_,.mp4,2026-03-20,
22,0:11:16,0:11:26,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_22.mp4,Hitch9to15_,.mp4,2026-03-20,
23,0:11:29,0:11:38,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_23.mp4,Hitch9to15_,.mp4,2026-03-20,
24,0:11:47,0:11:56,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_24.mp4,Hitch9to15_,.mp4,2026-03-20,
25,0:12:01,0:12:10,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_25.mp4,Hitch9to15_,.mp4,2026-03-20,
26,0:12:19,0:12:26,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_26.mp4,Hitch9to15_,.mp4,2026-03-20,
27,0:12:32,0:12:40,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_27.mp4,Hitch9to15_,.mp4,2026-03-20,
28,0:12:50,0:12:57,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_28.mp4,Hitch9to15_,.mp4,2026-03-20,
29,0:13:02,0:13:09,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_29.mp4,Hitch9to15_,.mp4,2026-03-20,
30,0:13:23,0:13:31,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_30.mp4,Hitch9to15_,.mp4,2026-03-20,
31,0:13:41,0:13:50,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_31.mp4,Hitch9to15_,.mp4,2026-03-20,
32,0:14:07,0:14:14,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_32.mp4,Hitch9to15_,.mp4,2026-03-20,
33,0:14:31,0:14:38,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_33.mp4,Hitch9to15_,.mp4,2026-03-20,
34,0:14:47,0:14:55,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_34.mp4,Hitch9to15_,.mp4,2026-03-20,
35,0:15:04,0:15:11,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_35.mp4,Hitch9to15_,.mp4,2026-03-20,
36,0:15:21,0:15:28,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_36.mp4,Hitch9to15_,.mp4,2026-03-20,
37,0:15:34,0:15:41,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_37.mp4,Hitch9to15_,.mp4,2026-03-20,
38,0:15:53,0:16:00,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_38.mp4,Hitch9to15_,.mp4,2026-03-20,
39,0:16:10,0:16:19,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_39.mp4,Hitch9to15_,.mp4,2026-03-20,
40,0:16:28,0:16:39,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_40.mp4,Hitch9to15_,.mp4,2026-03-20,
41,0:16:48,0:16:59,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_41.mp4,Hitch9to15_,.mp4,2026-03-20,
42,0:17:09,0:17:16,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_42.mp4,Hitch9to15_,.mp4,2026-03-20,
43,0:17:23,0:17:30,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_43.mp4,Hitch9to15_,.mp4,2026-03-20,
44,0:17:44,0:17:55,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_44.mp4,Hitch9to15_,.mp4,2026-03-20,
45,0:18:08,0:18:19,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_45.mp4,Hitch9to15_,.mp4,2026-03-20,
46,0:18:32,0:18:41,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_46.mp4,Hitch9to15_,.mp4,2026-03-20,
47,0:18:53,0:19:02,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_47.mp4,Hitch9to15_,.mp4,2026-03-20,
48,0:19:12,0:19:19,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_48.mp4,Hitch9to15_,.mp4,2026-03-20,
49,0:19:24,0:19:32,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_49.mp4,Hitch9to15_,.mp4,2026-03-20,
50,0:19:45,0:19:53,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_50.mp4,Hitch9to15_,.mp4,2026-03-20,
51,0:20:00,0:20:07,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_51.mp4,Hitch9to15_,.mp4,2026-03-20,
52,0:20:19,0:20:27,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_52.mp4,Hitch9to15_,.mp4,2026-03-20,
53,0:20:35,0:20:43,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_53.mp4,Hitch9to15_,.mp4,2026-03-20,
54,0:20:57,0:21:04,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_54.mp4,Hitch9to15_,.mp4,2026-03-20,
55,0:21:18,0:21:25,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_55.mp4,Hitch9to15_,.mp4,2026-03-20,
56,0:21:33,0:21:45,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_56.mp4,Hitch9to15_,.mp4,2026-03-20,
57,0:21:51,0:21:58,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_57.mp4,Hitch9to15_,.mp4,2026-03-20,
58,0:22:10,0:22:18,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_58.mp4,Hitch9to15_,.mp4,2026-03-20,
59,0:22:25,0:22:33,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_59.mp4,Hitch9to15_,.mp4,2026-03-20,
60,0:22:46,0:22:55,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_60.mp4,Hitch9to15_,.mp4,2026-03-20,
61,0:23:04,0:23:14,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_61.mp4,Hitch9to15_,.mp4,2026-03-20,
62,0:23:23,0:23:30,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_62.mp4,Hitch9to15_,.mp4,2026-03-20,
63,0:23:36,0:23:43,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_63.mp4,Hitch9to15_,.mp4,2026-03-20,
64,0:23:54,0:24:05,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_64.mp4,Hitch9to15_,.mp4,2026-03-20,
65,0:24:14,0:24:25,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_65.mp4,Hitch9to15_,.mp4,2026-03-20,
66,0:24:47,0:24:54,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_66.mp4,Hitch9to15_,.mp4,2026-03-20,
67,0:25:10,0:25:16,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_67.mp4,Hitch9to15_,.mp4,2026-03-20,
68,0:25:25,0:25:33,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_68.mp4,Hitch9to15_,.mp4,2026-03-20,
69,0:25:38,0:25:45,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_69.mp4,Hitch9to15_,.mp4,2026-03-20,
70,0:25:56,0:26:04,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_70.mp4,Hitch9to15_,.mp4,2026-03-20,
71,0:26:09,0:26:17,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_71.mp4,Hitch9to15_,.mp4,2026-03-20,
72,0:26:28,0:26:37,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_72.mp4,Hitch9to15_,.mp4,2026-03-20,
73,0:26:44,0:26:54,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_73.mp4,Hitch9to15_,.mp4,2026-03-20,
74,0:27:02,0:27:11,Pass,S,FALSE,Hitch9to15.mp4,Hitch9to15_74.mp4,Hitch9to15_,.mp4,2026-03-20,
75,0:27:14,0:27:23,Pass,E,FALSE,Hitch9to15.mp4,Hitch9to15_75.mp4,Hitch9to15_,.mp4,2026-03-20,
