Video Name:,Outside Zone Stretch,,,,,,,,,,,,,
,"Key Actions (Frame Number, player track id)",,,,,,,,,,,,,
194,"0,ALL",-,"14,19,15,16,7","57,75,OL",-,"41,75,13",-,-,"61,72,13",-,-,-,Tac,OutsideZoneStretch_306
195,"0,ALL",-,"20,18,4","80,123,OL",-,"97,121,17",-,-,"105,111,17",-,-,-,Tac,OutsideZoneStretch_307
196,"0,ALL",-,"19,20,14,21,17","203,235,OL",-,-,-,-,"223,229,15",-,-,-,OOB,OutsideZoneStretch_308
197,"0,ALL",-,"2,18,11,7,5","148,177,OL",-,-,-,-,"166,177,9",-,-,-,OOB,OutsideZoneStretch_309
198,"0,ALL",-,"18,16,11,21,19","164,118,OL",-,"71,105,14",-,-,"86,99,14",-,-,-,OOB,OutsideZoneStretch_310
199,"0,ALL",-,"7,9,16,5,12","34,84,OL",-,"45,84,18",-,-,"52,68,8",-,-,-,OOB,OutsideZoneStretch_311
200,"0,ALL",-,"18,14,13,20,22","191,261,OL",-,"201,253,3",-,-,"222,231,15",-,-,-,Tac,OutsideZoneStretch_314
201,"0,ALL",-,"7,13,10,5,6","160,204,OL",-,"190,199,8",-,-,"187,202,10",-,-,-,Tac,OutsideZoneStretch_315
202,"0,ALL",-,"10,14,13,19,17","34,80,OL",-,"41,104,6",-,-,"54,67,6",-,-,-,OOB,OutsideZoneStretch_316
203,"0,ALL",-,"5,10,11,9,2","42,94,OL",-,"52,114,14",-,-,"66,80,12",-,-,-,OOB,OutsideZoneStretch_317
204,"0,ALL",-,"20,11,18,17,21","29,69,OL",-,"46,88,6",-,-,"42,55,7",-,-,-,OOB,OutsideZoneStretch_318
205,"0,ALL",-,"0,3,14,10,12","47,96,OL",-,"61,111,8",-,-,"65,80,4",-,-,-,OOB,OutsideZoneStretch_319
206,"0,ALL",-,"18,20,17,21,19","43,107,OL",-,"61,101,9",-,-,"61,78,16",-,-,-,Tac,OutsideZoneStretch_320
207,"0,ALL",-,"3,9,8,1,4","187,243,OL",-,"194,253,2",-,-,"206,221,2",-,-,-,Tac,OutsideZoneStretch_321
208,"0,ALL",-,"9,18,14,23,20","73,119,OL",-,"82,119,6",-,-,"85,102,3",-,-,-,Tac,OutsideZoneStretch_322
209,"0,ALL",-,"10,6,16,0,9","90,145,OL",-,"103,145,2",-,-,"108,126,17",-,-,-,Tac,OutsideZoneStretch_323
210,"0,ALL",-,"19,16,18,20,21","86,114,OL",-,"78,96,7",-,-,"89,103,15",-,-,-,OOB,OutsideZoneStretch_324
211,"0,ALL",-,"10,6,16,8,4","54,101,OL",-,"73,96,2",-,-,"81,96,2",-,-,-,OOB,OutsideZoneStretch_325
212,"0,ALL",-,"13,19,15,18,21","130,183,OL",-,"152,181,2",-,-,"155,168,16",-,-,-,OOB,OutsideZoneStretch_326
213,"0,ALL",-,"0,1,23,2,5","159,240,OL",-,"169,250,8",-,-,"185,195,12",-,-,-,OOB,OutsideZoneStretch_327
214,"0,ALL",-,"11,22,15,17,12","37,78,OL",-,"48,112,2",-,-,"57,72,2",-,-,-,OOB,OutsideZoneStretch_328
215,"0,ALL",-,"2,9,10,12,4","28,70,OL",-,"40,115,7",-,-,"51,62,19",-,-,-,OOB,OutsideZoneStretch_329
216,"0,ALL",-,-,"-,OL",-,-,-,-,"82,92,13",-,-,-,Tac,OutsideZoneStretch_330
217,"0,ALL",-,"19,6,18,21,15","40,103,OL",-,"51,103,3",-,-,-,-,-,-,TD,OutsideZoneStretch_332
218,"0,ALL",-,"11,7,17,5,10","55,140,OL",-,"62,119,12",-,-,"177,192,2",-,-,-,OOB,OutsideZoneStretch_333
219,"0,ALL",-,"14,13,12,22,17","156,224,OL",-,"166,244,0",-,-,"202,215,12",-,-,-,OOB,OutsideZoneStretch_334
220,"0,ALL",-,"0,8,15,7,1","185,244,OL",-,"201,271,16",-,-,"160,173,8",-,-,-,TD,OutsideZoneStretch_335
221,"0,ALL",-,"16,19,21,9,17","142,190,OL",-,"160,199,2",-,-,"222,236,16",-,-,-,TD,OutsideZoneStretch_336
222,"0,ALL",-,"1,4,17,6,5","201,249,OL",-,"215,249,7",-,-,"186,203,8",-,-,-,Tac,OutsideZoneStretch_337
223,"0,ALL",-,"18,14,16,20,11","162,233,OL",-,"180,224,6",-,-,"48,57,15",-,-,-,Tac,OutsideZoneStretch_338
224,"0,ALL",-,"0,8,14,7,2","26,72,OL",-,"33,89,5",-,-,"152,162,5",-,-,-,Tac,OutsideZoneStretch_339
225,"0,ALL",-,"20,21,19,17,13","124,190,OL",-,"134,210,4",-,-,"154,149,8",-,-,-,Tac,OutsideZoneStretch_340
226,"0,ALL",-,"5,11,10,9,1","159,195,OL",-,"180,194,7",-,-,"180,191,6",-,-,-,OOB,OutsideZoneStretch_343
227,"3,ALL",-,"9,12,17,19,20","136,174,OL",-,"141,173,13",-,-,"159,171,13",-,-,-,OOB,OutsideZoneStretch_344
228,"0,ALL",-,"6,11,17,8,1",-,-,"-,OL",-,-,-,-,-,-,-,OutsideZoneStretch_347
