Video Name:,Split Zone,,,,,,,,,,,,,
,"Key Actions (Frame Number, player track id)",,,,,,,,,,,,,
243,"0,ALL","64,21","67,OL","74,11","78,14","84,14","97,17",-,-,-,"98,10",169,OOB,SplitZone_243
244,"1,ALL","121,12","124,OL","129,2","135,3","140,3","155,9",-,-,-,"155,11",239,OOB,SplitZone_244
245,"4,ALL","62,12","65,OL","74,1","78,5","86,5","98,15",-,-,-,-,184,Tac,SplitZone_245
246,"23,ALL","95,15","98,OL","99,4","110,9","118,9","130,3",-,-,-,-,197,Tac,SplitZone_246
247,"10,ALL","95,20","98,OL","102,0","110,12","117,12","121,18",-,-,-,"138,15",184,TD,SplitZone_247
248,"5,ALL","119,16","122,OL","127,9","131,15","136,15","147,8",-,-,-,"153,0",230,TD,SplitZone_248
249,"4,ALL","185,12","190,OL","195,15","198,11","204,11","217,18",-,-,-,-,319,TD,SplitZone_249
250,"11,ALL","186,9","189,OL","198,2","203,8","210,8","220,14",-,-,-,-,305,TD,SplitZone_250
251,"0,ALL","92,19","95,OL",-,"100,16","113,16","132,10",-,-,-,"129,18",199,Tac,SplitZone_251
252,"0,ALL","90,12","93,OL",-,"104,8","100,8","130,21",-,-,-,"114,5",235,Tac,SplitZone_252
253,"22,ALL","103,16","106,OL","108,3","114,11",-,"143,11",-,-,-,-,232,OOB,SplitZone_253
254,"2,ALL","130,17","133,OL","132,0","138,15",-,"168,15",-,-,-,-,219,OOB,SplitZone_254
255,"0,ALL","159,21","162,OL","161,7","170,10","177,10","192,12",-,-,-,-,237,Tac,SplitZone_255
256,"12,ALL","132,18","135,OL","133,13","143,0","150,0","160,7",-,-,-,-,233,Tac,SplitZone_256
257,"14,ALL","315,15","318,OL","332,6","319,9","339,9","351,5",-,-,-,"347,19",418,TD,SplitZone_257
258,"25,ALL","193,15","196,OL","209,10","200,12","218,12","229,14",-,-,-,"221,13",307,TD,SplitZone_258
259,"9,ALL","112,15","115,OL","122,9","127,20","131,20","140,14",-,-,-,-,210,Tac,SplitZone_259
260,"0,ALL","77,11","80,OL","81,3","88,5","95,5","103,7",-,-,-,-,191,Tac,SplitZone_260
261,"20,ALL","125,14","128,OL","136,9","136,10","141,10","155,23",-,-,-,"166,18",256,Tac,SplitZone_261
262,"0,ALL","39,12","42,OL","48,9","51,6","55,6","47,10",-,-,-,"64,13",166,Tac,SplitZone_262
263,"29,ALL",-,"151,OL","160,13","161,11","165,11","191,2",-,-,-,"143,15",257,OOB,SplitZone_263
264,"11,ALL",-,"184,OL","286,21","297,7","301,7","325,7",-,-,-,"322,9",366,OOB,SplitZone_264
265,"26,ALL",-,"134,OL","141,11","142,14","156,14","170,3",-,-,-,"157,25",232,Tac,SplitZone_265
266,"29,ALL",-,"198,OL","200,4","200,11","204,11","228,6",-,-,-,"220,15",284,Tac,SplitZone_266
267,"28,ALL",-,"123,OL","123,4","129,3","136,3","153,5",-,-,-,-,211,Tac,SplitZone_267
268,"0,ALL",-,"79,OL","80,11","82,9","88,9","106,5",-,-,-,-,158,Tac,SplitZone_268
269,"14,ALL",-,"451,OL","460,3","460,14","468,14","490,5",-,-,-,-,518,TD,SplitZone_269
270,"0,ALL",-,"218,OL","221,0","221,9","228,9","253,6",-,-,-,-,283,TD,SplitZone_270
271,"0,ALL","16,31,15","28,75,OL","20,63,11","30,34,18","47,53,18","53,330,13","8,16,15,21,20","29,64,18","35,46,13",-,"62,83,16",TD,OutsideZoneStretch_3
272,"0,ALL","77,91,5","92,113,OL","83,126,4","85,99,2","113,133,8","132,390,12","0,1,5,20,21","94,146,12",-,-,"135,145,5",Tac,OutsideZoneStretch_33
273,"0,ALL","61,74,7","69,118,OL","64,108,9","72,79,8","98,113,8","112,360,8","4,11,7,14,2","76,129,13",-,-,"111,133,7",Tac,OutsideZoneStretch_34
274,"0,ALL","91,99,16","101,155,OL","110,149,9","98,104,17","275,292,13","137,300,4","14,21,16,19,18","104,151,4",-,-,"115,134,7,0",TD,OutsideZoneStretch_49
275,"0,ALL","99,106,8","111,154,OL","114,157,2","106,112,16","122,157,17","145,300,6","5,17,8,15,14","111,154,13",-,-,"125,150,17,15",TD,OutsideZoneStretch_50
276,"0,ALL","100,118,18","107,156,OL","110,160,7","116,123,15","137,147,15","147,420,12","1,16,18,19,20","112,166,12",-,-,-,TD,OutsideZoneStretch_71
277,"0,ALL","21,35,9","32,74,OL","28,83,2","34,41,10","67,69,10","65,360,3","8,7,9,15,11","37,107,3",-,-,-,TD,OutsideZoneStretch_72
278,"0,ALL","134,149,13","181,201,OL","147,189,5","147,155,18","160,135,18","179,360,22","9,15,13,16,11","157,193,22",-,-,"174,206,15",Tac,OutsideZoneStretch_75
279,"0,ALL","157,175,2","173,225,OL","164,214,0","171,178,6","188,201,6","203,390,7","9,3,2,8,0","180,215,7",-,-,"200,229,3",Tac,OutsideZoneStretch_76
280,"0,ALL","229,246,10","246,311,OL","236,302,4","244,251,16","276,285,16","283,450,9","3,13,10,11,7","263,311,9","255,278,16",-,"260,272,7",Tac,OutsideZoneStretch_79
281,"0,ALL","213,229,2","223,276,OL","221,285,10","227,233,0","255,264,5","269,420,1","4,8,2,0,9","243,218,1","240,254,5",-,"248,263,9",Tac,OutsideZoneStretch_80
282,"0,ALL","159,178,15","146,207,OL","174,215,1","175,180,10","191,206,8","206,450,10","8,4,15,20,21","174,206,6","182,190,18",-,-,OOB,OutsideZoneStretch_99
283,"0,ALL","157,179,7","73,119,OL","170,204,12","173,181,8","80,100,12","204,420,8","5,19,7,15,2","75,191,10",-,-,-,OOB,OutsideZoneStretch_100
284,"0,ALL","516,530,20","527,598,OL","527,548,8","528,532,15","546,560,15","558,750,11","4,13,20,17,14","539,572,11",-,-,"552,576,20",Tac,OutsideZoneStretch_119
285,"0,ALL","47,60,14","55,117,OL","52,103,12","58,61,10","77,87,17","87,270,17","2,3,14,8,11","66,94,17",-,-,"76,106,14",Tac,OutsideZoneStretch_120
286,"0,ALL","81,96,19","90,141,OL","86,121,3","93,98,10","126,137,11","121,420,2","21,20,19,17,14","97,152,11","97,107,10",-,-,TD,OutsideZoneStretch_121
287,"0,ALL","75,90,7","82,160,OL","81,113,14","88,94,10","120,125,10","113,420,15","4,12,7,16,5","70,129,10",-,-,-,TD,OutsideZoneStretch_122
288,"0,ALL","148,163,18","98,146,OL","156,198,7","160,166,12","122,130,8","190,390,21","19,20,18,17,11","111,188,5","111,121,8",-,"214,241,20",Tac,OutsideZoneStretch_143
289,"0,ALL","93,109,12","93,154,OL","100,143,4","107,114,8","115,127,21","132,360,5","11,16,12,17,7","96,142,8",-,-,"146,187,15",Tac,OutsideZoneStretch_144
290,"0,ALL","43,58,19","54,112,OL","52,103,10","55,60,7","79,85,7","86,360,12","21,22,19,16,13","61,119,12",-,-,"94,117,18",Tac,OutsideZoneStretch_155
291,"0,ALL","17,32,11","24,92,OL","26,82,16","30,35,15","41,60,5","60,240,15","13,9,11,10,7","34,97,12",-,-,"72,93,11",Tac,OutsideZoneStretch_156
292,"0,ALL","105,123,16","115,154,OL","115,161,2","120,126,19","139,145,19","149,330,8","1,20,16,17,18","125,156,8","129,138,10",-,"138,160,14,16",TD,OutsideZoneStretch_163
293,"0,ALL","107,124,13","120,160,OL","114,163,12","121,129,9","136,148,9","150,330,18","11,8,13,10,5","130,161,7","128,135,9",-,"155,164,14,8",TD,OutsideZoneStretch_164
294,"0,ALL","27,42,20","85,98,OL","31,96,4","39,44,19","58,68,19","64,240,7","6,17,20,21,12","43,77,7","43,57,19",-,"56,73,17",TD,OutsideZoneStretch_165
295,"0,ALL","27,40,11","39,78,OL","37,80,12","38,42,8","51,64,8","61,240,15","2,0,11,6,3","42,74,5","42,50,8",-,"55,69,0",TD,OutsideZoneStretch_166
296,"0,ALL","172,187,9","182,229,OL","181,217,2","185,189,14","206,216,14","213,360,7","22,20,9,18,19","185,239,7","193,205,14",-,"215,253,20",Tac,OutsideZoneStretch_173
297,"0,ALL","188,173,6","170,204,OL","168,200,9","171,177,4","190,199,4","200,360,3","0,12,6,10,2","174,230,3","183,189,4",-,"204,237,0",Tac,OutsideZoneStretch_174
298,"0,ALL","116,132,19","260,168,OL","125,183,3","130,135,13","152,142,13","161,390,12","20,17,19,21,10","140,166,12",-,-,-,Tac,OutsideZoneStretch_179
299,"0,ALL","108,120,15","116,157,OL","115,171,5","118,124,9","133,150,2","150,240,2","6,12,15,11,10","127,156,9",-,-,-,Tac,OutsideZoneStretch_180
300,"0,ALL","74,87,19","84,143,OL","88,135,7","86,91,6","102,121,6","123,270,22","7,14,19,21,18","92,132,22","91,101,6",-,-,Tac,OutsideZoneStretch_230
301,"0,ALL","61,75,8","71,138,OL","65,125,11","73,79,6","92,107,6","107,300,13","1,12,8,13,5","86,125,7","82,91,16",-,-,Tac,OutsideZoneStretch_231
302,"0,ALL","111,126,15","120,180,OL","116,164,1","124,128,11","187,204,6","157,300,27","20,21,15,17,9","126,190,6",-,-,"149,164,24",Tac,OutsideZoneStretch_238
303,"0,ALL","158,173,10","168,218,OL","164,215,8","171,175,6","138,156,10","202,330,32","1,13,10,14,2","176,234,29",-,-,"195,211,14",OOB,OutsideZoneStretch_239
304,"0,ALL","101,115,17","113,161,OL","109,147,5","114,117,12","127,141,12","143,390,12","21,19,17,20,11","115,176,6","116,126,12",-,"144,157,29",OOB,OutsideZoneStretch_273
305,"0,ALL","85,98,15","93,134,OL","90,128,4","97,101,14","115,122,14","124,360,17","6,21,15,5,13","94,153,7","100,110,14",-,"125,148,21",OOB,OutsideZoneStretch_274
306,"0,ALL","172,187,3","81,226,OL","179,217,4","185,188,19","218,19","217,390,19","21,17,5,20,8","192,248,13","193,205,19",-,-,OOB,OutsideZoneStretch_275
307,"0,ALL","63,77,15","73,107,OL","72,92,7","75,79,11","107,11","107,270,24","2,3,15,12,4","73,107,16","77,94,11",-,-,OOB,OutsideZoneStretch_276
308,"0,ALL","97,111,11","109,163,OL","108,147,2","110,115,20","133,143,20","139,360,21","19,17,11,14,4","113,153,21","113,132,20",-,-,Tac,OutsideZoneStretch_279
309,"0,ALL","46,61,14","56,104,OL","56,95,15","60,64,10","83,93,10","91,300,11","6,8,14,12,7","60,104,11","69,82,10",-,-,Tac,OutsideZoneStretch_280
310,"0,ALL","33,48,12","45,94,OL","43,97,3","47,52,8","67,77,8","77,270,6","20,19,12,15,5","55,91,6",-,-,"104,115,5",Tac,OutsideZoneStretch_283
311,"0,ALL","55,71,16","64,114,OL","65,122,8","69,75,13","87,100,13","100,300,14","9,5,16,12,18","87,114,13",-,-,"125,137,18",Tac,OutsideZoneStretch_284
312,"0,ALL","138,154,18","149,202,OL","155,198,11","153,156,17","184,16","185,330,16","17,15,18,20,4","160,202,16","166,170,17",-,"176,219,4",OOB,OutsideZoneStretch_297
313,"0,ALL","120,135,7","127,172,OL","133,175,3","153,138,13","166,13","166,330,10","9,4,7,14,6","138,10","142,147,13",-,"151,203,6",OOB,OutsideZoneStretch_298
314,"0,ALL","24,30,15","57,75,OL","33,97,2","78,33,18","61,72,13","73,360,13","14,19,15,16,7","41,75,13",-,-,"64,79,15",Tac,OutsideZoneStretch_306
315,"0,ALL","71,77,18","80,123,OL","77,136,6","76,79,15","105,111,17","117,420,17","20,18,4","97,121,17",-,-,"106,124,18",Tac,OutsideZoneStretch_307
316,"0,ALL","53,67,11","18,16,11,21,19","67,113,6","65,70,20","86,99,14","98,270,14","64,118,OL","71,105,14",-,-,-,OOB,OutsideZoneStretch_310
317,"0,ALL","25,40,11","34,84,OL","38,86,15","37,42,8","52,68,8","68,240,18","7,9,16,5,12","45,84,18",-,-,-,OOB,OutsideZoneStretch_311
318,"0,ALL","272,287,16","282,323,OL","280,329,1","285,290,6","306,311,11","310,450,6","18,19,16,21,5","288,317,11","292,305,6",-,-,Tac,OutsideZoneStretch_342
319,"0,ALL","232,249,10","243,297,OL","240,292,7","246,251,8","261,276,8","275,480,4","5,11,10,9,1","252,297,4","252,260,8",-,-,Tac,OutsideZoneStretch_343
