Video Name:,Counter,,,,,,,,,,
,"Key Actions (Frame Number, player track id[s])",,,,,,,,,,
285,"0,ALL","141,21",-,"144,21,14","144,18","144,19","157,17",-,"188,17",240,Tac
286,"0,ALL","22,5",-,"25,5,2","25,9","25,7","37,4",-,"72,4",120,Tac
287,"0,ALL","145,2",-,"148,20,22","148,12","148,19","161,9","174,9","194,6",240,OOB
288,"0,ALL","107,3",-,"110,10,13,3","110,15","110,7","121,14","137,14","152,11",200,OOB
289,"0,ALL","137,20",-,"140,20,21","140,18","140,1","149,14","163,14","182,17",239,Tac
290,"0,ALL","136,5",-,"139,5,3,11","139,7","139,5","151,9","165,9","197,6",226,Tac
291,"10,ALL","203,6",-,"206,6,20,18","206,19","206,21","215,15","230,15","251,22",305,Tac
292,"0,ALL","54,19",-,"57,2,15","57,20","57,7","65,12","86,12","101,16",152,Tac
293,"0,ALL","154,16","163,6","157,16,19","157,20","157,23","170,8","181,8","195,6",235,Tac
294,"0,ALL","17,10","29,9","20,10,8,6","20,1","20,4","33,12","43,12","57,9",105,Tac
295,"0,ALL","135,21",-,"138,21,15","138,18","138,8","152,20","164,20","182,14",234,Tac
296,"0,ALL","183,11",-,"186,11,2","186,3","186,1","199,9","209,9","230,7",279,Tac
297,"0,ALL","104,18",-,"107,11,20,18","107,9","107,21","117,7","128,7","150,6",208,Tac
298,"0,ALL","105,2",-,"108,2,8,5","108,9","108,3","117,20","124,20","153,6",206,Tac
299,"0,ALL","94,8","105,18","97,8,10","97,19","97,3","107,13","124,13","140,18",179,OOB
300,"0,ALL","106,11","120,5","109,11,7,13","109,9","109,4","120,10","129,10","153,5",196,OOB
301,"0,ALL","40,19",-,"43,19,21,17","43,18","43,20","30,7","61,7","80,10",126,OOB
302,"3,ALL","57,9",-,"60,9,5,7","60,13","60,11","68,14","77,14","102,1",144,OOB
303,"0,ALL","59,20","72,6","62,20,21,15","62,19","62,4","72,8","81,8","107,6",150,Tac
304,"0,ALL","78,13","91,15","81,13,14,11","81,12","81,3","90,16","99,16","129,15",155,Tac
305,"0,ALL","41,18",-,"44,18,21","44,19","44,22","55,9","65,9","90,6",139,Tac
306,"0,ALL","79,4",-,"82,4,10","82,11","82,8","93,15","103,15","130,20",167,Tac
307,"0,ALL","26,12",-,"29,12,17,20","29,22","29,9","45,19",-,"68,21",110,Tac
308,"0,ALL","58,12",-,"61,12,3,3","61,4","61,17","73,8",-,"95,8",132,Tac
310,"0,ALL","52,6","61,7","55,6,3","55,14","55,8","65,5","76,5","96,7",137,Tac
312,"0,ALL","228,6","236,7","231,6,13,20","231,2","231,3","240,10","255,10","277,7",339,Tac
313,"0,ALL","27,17",-,"30,17,18,22","30,20","30,15","42,21","55,21","73,6",121,Tac
314,"0,ALL","47,13",-,"50,13,5,15","50,3","50,11","62,6","68,6","93,7",143,Tac
315,"0,ALL","43,20",-,"46,20,19,14","46,22","46,7","58,13","65,13","88,9",127,Tac
316,"0,ALL","110,3",-,"113,3,1,13","113,9","113,4","123,17","134,7","153,4",192,Tac
317,"0,ALL","82,21",-,"85,21,19,20","85,13","85,22","97,11","113,11","133,15",187,Tac
318,"0,ALL","13,17",-,"16,17,14,5","16,3","16,7","24,16","39,16","65,10",116,Tac
319,"0,ALL","98,22",-,"101,22,21","101,9","101,17","108,19","131,19","151,16",203,Tac
320,"0,ALL","78,13",-,"81,13,8,9","81,10","81,4","93,7","109,7","137,1",188,Tac
321,"0,ALL","111,9",-,"114,9,17,18","114,23","114,13","124,10",-,"151,10",220,Tac
322,"0,ALL","47,15",-,"50,15,14,7,11","50,9","50,13","63,4",-,"90,4",130,Tac
323,"0,ALL","173,13",-,"176,12,21,22","176,18","176,4","187,13","196,13","215,15",278,Tac
324,"0,ALL","70,16",-,"73,16,4,10","73,9","73,1","80,8","92,8","116,6",173,Tac
325,"0,ALL","71,17",-,"74,22,17,21","74,18","74,7","83,15",-,"121,15",170,TD
326,"0,ALL","48,7",-,"51,7,10,1","51,2","51,3","63,14",-,"96,4",169,TD
327,"0,ALL","31,21",-,"34,21,16,19","34,22","34,15","45,18","56,18","76,17",124,Tac
328,"0,ALL","107,12",-,"110,12,9,2","110,1","110,14","121,4","138,5","158,6",203,Tac
329,"2,ALL","158,20",-,"161,20,22,19","161,17","161,4","171,4","188,4","205,9",259,OOB
330,"0,ALL","56,5",-,"59,5,9,13","59,12","59,14","67,5","86,5","105,10",153,OOB
331,"0,ALL","133,15",-,"136,15,7,20","136,22","136,3","146,13","158,13","178,12",222,Tac
332,"0,ALL","201,16",-,"204,16,8,14","204,11","204,15","212,12","220,12","244,5",290,Tac
333,"0,ALL","144,21",-,"147,22,11,18","147,21","147,3","160,12","174,12","194,7",243,Tac
334,"0,ALL","122,9",-,"125,7,13,2","125,9","125,5","139,6","149,6","172,3",245,Tac
335,"0,ALL","28,22",-,"31,21,4,9","31,22","31,15","41,14","61,14","89,10",127,TD
336,"0,ALL","48,14",-,"51,4,3,5","51,14","51,9","65,10","77,10","101,1",141,TD
337,"0,ALL","46,15","53,11","49,15,16,21","49,20","49,13","59,19","72,19","89,11",155,TD
338,"0,ALL","137,7","145,7","140,16,7,13","140,14","140,3","150,2","166,2","186,8",239,TD
339,"0,ALL","76,14","85,9","79,14,21,16","79,22","79,17","87,10","108,10","119,9",194,Tac
340,"0,ALL","97,12","108,10","100,9,4,12","100,3","100,2","111,11","124,11","145,10",209,Tac
341,"0,ALL","102,16",-,"105,16,15,20","105,17","105,4","114,12","131,12","144,3",191,Tac
342,"0,ALL","104,9",-,"107,9,7,16","107,13","107,5","117,14","129,14","141,17",194,Tac
343,"0,ALL","138,22",-,"141,22,21,18","141,8","141,19","150,12","166,12","184,7",236,TD
344,"0,ALL","127,14",-,"130,16,2,1","130,4","130,3","139,7","158,7","175,7",220,TD
345,"0,ALL","22,3",-,"25,3,18,19","25,22","25,2","36,15","44,15","72,13",120,Tac
346,"0,ALL","21,15","33,9","24,15,4,11","24,7","24,13","34,3","44,3","70,9",119,Tac
347,"0,ALL","47,21",-,"50,22","50,21","50,20","59,9","66,9","81,8",123,Tac
348,"0,ALL","45,12",-,"48,7,4","48,12","48,9","58,1","68,1","84,2",127,Tac
349,"0,ALL","200,22","206,20","203,22,21,18","203,13","203,4","216,6","223,6","225,20",283,Tac
350,"0,ALL","161,7","165,4","164,7,11,5","164,13","164,16","174,12","184,12","204,4",244,Tac
351,"0,ALL","81,18",-,"84,18,19,21","84,22","84,8","94,4","106,4","125,3",158,Tac
352,"0,ALL","64,7",-,"67,7,14,8","67,6","67,3","76,9","86,9","110,1",147,Tac
353,"0,ALL","45,21",-,"48,21,20,19","48,22","48,17","57,9","62,9","86,15",129,Tac
354,"0,ALL","21,8",-,"24,8,3,4","24,14","24,13","33,7","38,7","62,5",112,Tac
355,"0,ALL","155,20",-,"158,20,22,8","158,11","158,4","170,14","179,14","198,21",236,Tac
356,"0,ALL","236,12",-,"239,17,1,2","239,11","239,8","246,5","263,5","279,4",320,Tac
357,"0,ALL","193,11",-,"196,11,19,21","196,17","196,1","212,15",-,236,296,Tac
358,"0,ALL","184,4",-,"187,4,15","187,2","187,6","203,15",-,"225,5",292,Tac
359,"0,ALL","141,18",-,"144,18,21,22","144,19","144,7","158,17",-,"187,17",225,OOB
360,"0,ALL",OOB,,,,,,,,,
361,"0,ALL",,,,,,,,,,
362,"0,ALL",[?],-,"85,17,21,22","85,20","95,3","98,16","109,16","128,4",214,Tac
363,"0,ALL","82,17",-,"85,17,21,22","85,20","95,3","98,16","109,16","128,4",214,Tac
364,"0,ALL","145,18",-,"148,18,12,14","148,10","148,11","159,13","168,13","188,17",250,Tac
365,"0,ALL","216,21",-,"219,21,4,16","219,10","219,19","230,17","239,17","255,22",312,TD
366,"0,ALL","106,18",-,"109,18,1","109,11","109,16","118,10","128,10","143,15",177,TD
367,"0,ALL","183,14",-,"186,17,22","186,20","186,10","196,18","205,18","222,21",261,Tac
368,"0,ALL","42,14",-,"45,14,15","45,12","45,13","56,7","63,7","86,6",222,Tac
369,"0,ALL","36,21",-,"39,22,19","39,21","39,5","50,18","62,18","73,10",104,OOB
370,"0,ALL","40,5",-,"43,17,6","43,5","43,14","52,12","63,12","77,10",108,OOB
371,"0,ALL","32,16",-,"35,21,22","35,16","35,2","46,15",-,"73,15",127,TD
372,"2,ALL","116,11",-,"119,13,12","119,11","119,4","129,14",-,"138,14",156,TD
373,"4,ALL","108,18",-,"111,6,21","111,22","111,3","114,18","143,18","158,11",201,OOB
374,"0,ALL","85,15",-,"88,15,10","88,3","88,17","90,18","114,18","136,12",174,OOB
375,"0,ALL","411,26",-,"414,26,31","414,15","414,5","423,27","429,27","484,10",514,Tac
376,"0,ALL","400,11",-,"403,11,17,1","403,14","403,4","415,10","423,10","446,6",491,Tac
377,"0,ALL","103,7",-,"106,7,14,27","106,6","106,11","119,10","134,10","156,12",186,Tac
378,"0,ALL","184,9",-,"187,9,4,15","187,20","187,1","202,10","214,10","238,24",268,Tac
379,"0,ALL","49,15",-,"52,20,23","52,14","52,13","61,14","76,14","92,5",128,TD
380,"0,ALL","47,18",-,"50,15,7","50,4","50,9","64,13","77,13","96,6",134,TD
381,"6,ALL","269,16",-,"272,16,18","272,23","272,2","283,8","301,8","324,4",360,TD
382,"0,ALL","170,13",-,"173,13,2","173,11","173,18","182,14","203,14","222,4",260,TD
383,"0,ALL","211,14",-,"214,14,17,25","214,22","214,3","226,13","240,13","254,7",296,OOB
384,"0,ALL","142,14",-,"145,14,9,4","145,5","145,18","159,10","170,10","187,6",227,OOB
385,"0,ALL","215,21",-,"218,22,11,20","248,16","248,4","229,13","243,13","265,8",309,OOB
386,"0,ALL","221,17",-,"224,17,4,20","224,16","224,18","234,10","247,10","272,13",320,OOB
387,"0,ALL","91,16",-,"94,16,22,12","94,21","94,15","106,6","122,6","158,5",167,OOB
388,"0,ALL","35,12",-,"38,12,9","38,10","38,5","55,7","57,7","78,2",91,OOB
389,"0,ALL","141,10",-,"144,10,19","144,21","144,12","156,17","161,17","188,22",252,Tac
390,"0,ALL","121,14",-,"124,14,8","124,3","124,15","134,10","143,10","166,9",231,Tac
391,"0,ALL","73,17",-,"75,17,LG,LT","75,RG","75,H","92,14","99,14","121,11",163,Tac
392,"0,ALL","33,14",-,"36,15,12","36,8","36,11","47,6","57,6","76,2",126,Tac
393,"0,ALL","69,13",-,"72,13,21,22","72,18","72,16","85,14","93,14","112,7",163,OOB
394,"0,ALL","91,12",-,"94,12,10,7","94,4","94,13","106,8","118,8","136,1",187,OOB
